Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Violation Description
8523602306,GUG9349,NY,PAS,3/25/2017,21,4DSD,CHRYS,21-No Parking (street clean)
1410697290,HZ214,RI,PAS,7/15/2016,21,SUBN,CHRYS,
8485267631,80381MD,NY,COM,3/2/2017,21,VAN,DODGE,21-No Parking (street clean)
7808365737,ETN7313,NY,PAS,3/22/2017,21,4DSD,DODGE,21-No Parking (street clean)
8236558708,FLC9623,NY,PAS,1/23/2017,21,SUBN,DODGE,21-No Parking (street clean)
8567100082,FTY1182,NY,PAS,5/3/2017,21,4DSD,DODGE,21-No Parking (street clean)
8516402034,88040MH,NY,COM,5/26/2017,21,DELV,FORD,21-No Parking (street clean)
8237524573,CMD1897,NY,PAS,10/19/2016,21,4DSD,FORD,21-No Parking (street clean)
8490203982,DBZ7195,NY,PAS,12/13/2016,21,4DSD,FORD,21-No Parking (street clean)
8140540663,EHA1740,NY,PAS,10/27/2016,21,SUBN,FORD,21-No Parking (street clean)
8539702370,FYW7060,NY,PAS,3/23/2017,21,SUBN,FORD,21-No Parking (street clean)
8151587635,GFC5314,NY,PAS,11/22/2016,21,SUBN,FORD,21-No Parking (street clean)
8536979239,GKP5732,NY,PAS,4/28/2017,21,SUBN,FORD,21-No Parking (street clean)
8277588720,GYT3978,NY,PAS,11/10/2016,21,2DSD,FORD,21-No Parking (street clean)
8330514596,HDK4072,NY,PAS,8/23/2016,21,SUBN,FORD,21-No Parking (street clean)
8043823078,HHF5026,NY,PAS,9/6/2016,21,SUBN,FORD,21-No Parking (street clean)
8173039823,JLN1340,PA,PAS,11/16/2016,21,SUBN,FORD,21-No Parking (street clean)
8521903650,XAGW46,NJ,PAS,3/27/2017,21,VAN,FORD,21-No Parking (street clean)
1420031892,43601MG,NY,COM,5/1/2017,21,VAN,FRUEH,
8431017041,76130JH,NY,COM,9/16/2016,21,DELV,FRUEH,21-No Parking (street clean)
8104561698,GAV2010,NY,PAS,3/7/2017,21,4DSD,GEO,21-No Parking (street clean)
1421330088,12040MJ,NY,COM,6/20/2017,21,SUBN,GMC,
8463512264,20410AD,NY,COM,10/28/2016,21,VAN,GMC,21-No Parking (street clean)
8059052214,36733JX,NY,COM,11/14/2016,21,VAN,GMC,21-No Parking (street clean)
1417865507,77993JV,NY,COM,2/6/2017,21,VAN,GMC,
7005104110,GYG7508,NY,PAS,9/1/2016,21,SUBN,GMC,21-No Parking (street clean)
8077581614,XAYF77,NJ,PAS,2/27/2017,21,DELV,GMC,21-No Parking (street clean)
8536832563,1441,WY,PAS,6/6/2017,21,4DSD,HONDA,21-No Parking (street clean)
8292013593,601473,NY,PAS,11/9/2016,21,4DSD,HONDA,21-No Parking (street clean)
8327066730,38BR360,AL,PAS,2/23/2017,21,2DSD,HONDA,21-No Parking (street clean)
8432517677,71WC47,MA,PAS,11/14/2016,21,SUBN,HONDA,21-No Parking (street clean)
8511906897,CVG8394,NY,PAS,3/21/2017,21,SUBN,HONDA,21-No Parking (street clean)
8523487694,D03SU,FL,PAS,6/12/2017,21,SUBN,HONDA,21-No Parking (street clean)
7803577878,DRU6182,NY,PAS,7/19/2016,21,SUBN,HONDA,21-No Parking (street clean)
8551867635,EJY9809,NY,PAS,6/15/2017,21,SUBN,HONDA,21-No Parking (street clean)
8177030073,FPN6798,NY,PAS,7/22/2016,21,SUBN,HONDA,21-No Parking (street clean)
7522710777,FTJ4934,NY,PAS,8/2/2016,21,4DSD,HONDA,21-No Parking (street clean)
1415914771,FWY7687,NY,PAS,11/5/2016,21,SUBN,HONDA,
8511777581,GBP8071,NY,PAS,6/23/2017,21,4DSD,HONDA,21-No Parking (street clean)
8507224441,GHR1050,NY,PAS,6/12/2017,21,SUBN,HONDA,21-No Parking (street clean)
1418138575,GML6346,NY,PAS,12/19/2016,21,SDN,HONDA,
8494361650,GPR1060,NY,PAS,1/19/2017,21,4DSD,HONDA,21-No Parking (street clean)
8532805115,GRH7130,NY,PAS,3/30/2017,21,SUBN,HONDA,21-No Parking (street clean)
1420074817,GYX5626,NY,PAS,3/23/2017,21,SUBN,HONDA,
8081038309,HGU5174,NY,PAS,7/13/2016,21,4DSD,HONDA,21-No Parking (street clean)
8539658732,HLY9761,NY,PAS,4/20/2017,21,SUBN,HONDA,21-No Parking (street clean)
8254043190,HMF6591,NY,PAS,12/14/2016,21,4DSD,HONDA,21-No Parking (street clean)
1415902598,HPP349,DE,PAS,10/8/2016,21,SDN,HONDA,
8035447610,JRV7796,PA,PAS,8/25/2016,21,4DSD,HONDA,21-No Parking (street clean)
1416152180,KGM0645,PA,PAS,11/3/2016,21,,HONDA,
8270065079,L727629,NJ,PAS,8/31/2016,21,SUBN,HONDA,21-No Parking (street clean)
1412424525,T6835420,NY,OMT,7/27/2016,21,SDN,HONDA,
8054568940,C52DUH,NJ,PAS,11/14/2016,21,4DSD,HYUND,21-No Parking (street clean)
7381087881,ETP1967,NY,PAS,8/4/2016,21,4DSD,HYUND,21-No Parking (street clean)
7813942917,GZD3951,NY,PAS,8/4/2016,21,4DSD,HYUND,21-No Parking (street clean)
8522906415,HME3832,NY,PAS,3/21/2017,21,4DSD,HYUND,21-No Parking (street clean)
8303022775,AS972S,NJ,PAS,7/19/2016,21,DELV,INTER,21-No Parking (street clean)
8556262995,HPL5772,NY,PAS,6/12/2017,21,4DSD,JAGUA,21-No Parking (street clean)
8533998533,GXR4859,NY,PAS,6/12/2017,21,SUBN,JEEP,21-No Parking (street clean)
7807869367,HEE4014,NY,PAS,11/22/2016,21,SUBN,JEEP,21-No Parking (street clean)
8170554482,GKB1444,NY,PAS,8/31/2016,21,SUBN,LEXUS,21-No Parking (street clean)
8475485066,GYR5020,NY,PAS,3/23/2017,21,SUBN,LEXUS,21-No Parking (street clean)
1415885734,GNN27768,NY,PAS,9/30/2016,21,SUBN,LINCO,
8271048004,PDB2482,NC,PAS,8/30/2016,21,SUBN,LINCO,21-No Parking (street clean)
8487768659,T639150C,NY,OMT,2/3/2017,21,SUBN,LINCO,21-No Parking (street clean)
8196531606,735ZVY,CT,PAS,10/11/2016,21,4DSD,MAZDA,21-No Parking (street clean)
8556351920,FCN6061,NY,PAS,4/28/2017,21,SUBN,MAZDA,21-No Parking (street clean)
8563702300,GUY5928,NY,PAS,5/18/2017,21,4DSD,MAZDA,21-No Parking (street clean)
8475466254,HWN1816,TX,PAS,12/27/2016,21,4DSD,MAZDA,21-No Parking (street clean)
8349510500,84302T,VA,PAS,7/8/2016,21,SUBN,ME/BE,21-No Parking (street clean)
8327051209,ATE9889,NY,PAS,12/20/2016,21,4DSD,ME/BE,21-No Parking (street clean)
7803990927,HCN1049,NY,PAS,3/28/2017,21,SUBN,ME/BE,21-No Parking (street clean)
8514726985,HKB2413,NY,PAS,5/22/2017,21,4DSD,ME/BE,21-No Parking (street clean)
8360507120,OL4468J,NJ,PAS,7/26/2016,21,4DSD,ME/BE,21-No Parking (street clean)
1419707358,V97GVE,NJ,PAS,2/18/2017,21,SUBN,ME/BE,
8557255329,HFE4369,NY,PAS,5/11/2017,21,SUBN,MERCU,21-No Parking (street clean)
8512671312,8892CZ,CT,CMB,6/6/2017,21,SUBN,NISSA,21-No Parking (street clean)
7081940572,ATS3775,NY,PAS,1/4/2017,21,4DSD,NISSA,21-No Parking (street clean)
8472183579,BNZF31,FL,PAS,12/3/2016,21,4DSD,NISSA,21-No Parking (street clean)
8190539723,DKT8358,NY,PAS,9/8/2016,21,2DSD,NISSA,21-No Parking (street clean)
1416492320,FGR5997,NY,PAS,9/30/2016,21,SDN,NISSA,
8549705664,FYW4686,NY,PAS,6/3/2017,21,4DSD,NISSA,21-No Parking (street clean)
1420512468,GJH8815,NY,PAS,4/8/2017,21,SUBN,NISSA,
8551204051,GNN9248,NY,PAS,5/4/2017,21,SUBN,NISSA,21-No Parking (street clean)
8344027755,GUP8589,NY,PAS,12/7/2016,21,SUBN,NISSA,21-No Parking (street clean)
8539277086,GVH4035,PA,PAS,5/26/2017,21,4DSD,NISSA,21-No Parking (street clean)
1417861800,GYM6658,NY,PAS,3/7/2017,21,SDN,NISSA,
7081508339,HCF7990,NY,PAS,1/30/2017,21,SUBN,NISSA,21-No Parking (street clean)
8533396259,HCL5539,NY,PAS,5/26/2017,21,SUBN,NISSA,21-No Parking (street clean)
8552758799,HDB8092,NY,PAS,5/18/2017,21,SUBN,NISSA,21-No Parking (street clean)
8172060956,HJY5787,NY,PAS,3/24/2017,21,SUBN,NISSA,21-No Parking (street clean)
8534828313,HSC8642,NY,PAS,6/16/2017,21,4DSD,NISSA,21-No Parking (street clean)
7803991737,FSJ1102,NY,PAS,3/29/2017,21,SUBN,PORSC,21-No Parking (street clean)
8532875324,HKM6966,NY,OMS,6/13/2017,21,2DSD,SMART,21-No Parking (street clean)
7803916818,2405692,PA,PAS,9/30/2016,21,SUBN,SUBAR,21-No Parking (street clean)
8534565030,EEH3996,NY,PAS,6/22/2017,21,SUBN,SUBAR,21-No Parking (street clean)
8345516518,EUX8678,NY,PAS,9/27/2016,21,4DSD,SUBAR,21-No Parking (street clean)
8198510771,FWP9546,NY,PAS,8/30/2016,21,SUBN,SUBAR,21-No Parking (street clean)
8561603562,GUM5490,NY,PAS,6/8/2017,21,SUBN,SUBAR,21-No Parking (street clean)
8260034475,HNR3840,NY,999,1/23/2017,21,4DSD,SUBAR,21-No Parking (street clean)
8489005175,450SEY,CT,PAS,12/29/2016,21,SUBN,TOYOT,21-No Parking (street clean)
8327056311,809RGE,FL,PAS,1/11/2017,21,SUBN,TOYOT,21-No Parking (street clean)
8035390004,853NG3,MA,PAS,9/29/2016,21,4DSD,TOYOT,21-No Parking (street clean)
8473630373,923156N,NJ,PAS,3/21/2017,21,SUBN,TOYOT,21-No Parking (street clean)
7431960360,ECL2156,NY,PAS,7/19/2016,21,SUBN,TOYOT,21-No Parking (street clean)
1411163175,EFY2042,NY,PAS,7/14/2016,21,SUBN,TOYOT,
8293532713,EGE9369,NY,PAS,7/29/2016,21,SUBN,TOYOT,21-No Parking (street clean)
8554703479,EPD3783,NY,PAS,5/4/2017,21,4DSD,TOYOT,21-No Parking (street clean)
8444566147,FJB1476,NY,PAS,2/22/2017,21,4DSD,TOYOT,21-No Parking (street clean)
1412635536,GLS6347,NY,PAS,12/12/2016,21,SUBN,TOYOT,
8526761936,GMZ4346,NY,PAS,5/2/2017,21,SUBN,TOYOT,21-No Parking (street clean)
7061109026,GWE6421,NY,PAS,11/4/2016,21,SUBN,TOYOT,21-No Parking (street clean)
1416140300,GYJ7561,NY,PAS,11/2/2016,21,SDN,TOYOT,
8470029381,HAL3075,NY,PAS,2/17/2017,21,2DSD,TOYOT,21-No Parking (street clean)
8554053527,HBX2262,NY,PAS,5/5/2017,21,4DSD,TOYOT,21-No Parking (street clean)
8213559599,HDF4570,NY,PAS,12/19/2016,21,SUBN,TOYOT,21-No Parking (street clean)
8151563965,HFD4826,NY,PAS,9/9/2016,21,4DSD,TOYOT,21-No Parking (street clean)
8127027108,HFE5815,NY,PAS,7/11/2016,21,4DSD,TOYOT,21-No Parking (street clean)
8491309627,HFF9841,NY,PAS,3/2/2017,21,4DSD,TOYOT,21-No Parking (street clean)
8533111010,HGL1239,NY,PAS,4/20/2017,21,PICK,TOYOT,21-No Parking (street clean)
7047095822,HLD7424,NY,PAS,4/7/2017,21,4DSD,TOYOT,21-No Parking (street clean)
8554957313,HRH9120,NY,PAS,5/22/2017,21,4DSD,TOYOT,21-No Parking (street clean)
8268595711,T426737C,NY,OMT,8/18/2016,21,4DSD,TOYOT,21-No Parking (street clean)
8375011915,T631317C,NY,OMT,9/26/2016,21,SUBN,TOYOT,21-No Parking (street clean)
8475107199,T665101C,NY,OMT,1/25/2017,21,4DSD,TOYOT,21-No Parking (street clean)
8532821650,T696481C,NY,OMT,6/20/2017,21,4DSD,TOYOT,21-No Parking (street clean)
1399238401,WLDB0SS,GA,PAS,12/30/2016,21,P-U,TOYOT,
8538515603,731762B,TX,PAS,5/15/2017,21,4DSD,VOLKS,21-No Parking (street clean)
8513583789,FLJ3099,NY,PAS,6/22/2017,21,2DSD,VOLKS,21-No Parking (street clean)
8273071844,GFM6245,NY,PAS,10/20/2016,21,4DSD,VOLKS,21-No Parking (street clean)
8532602563,CVU3012,NY,PAS,3/23/2017,21,4DSD,VOLVO,21-No Parking (street clean)
8478353227,34SW77,NY,MOT,12/2/2016,21,MCY,YAMAH,21-No Parking (street clean)
1418425369,JYW5248,PA,PAS,3/21/2017,21,SDN,,
8361518277,HCX7823,NY,PAS,10/12/2016,23,4DSD,HYUND,23-No Parking (taxi stand)
8154034347,CTX3627,NY,PAS,9/6/2016,24,SUBN,AUDI,24-No Parking (exc auth veh)
7764794314,HFP4684,NY,PAS,8/5/2016,24,4DSD,AUDI,24-No Parking (exc auth veh)
8544611310,GTC4836,NY,PAS,6/7/2017,24,SUBN,CADIL,24-No Parking (exc auth veh)
8566704320,L62FLC,NJ,PAS,5/17/2017,24,SUBN,CHEVR,24-No Parking (exc auth veh)
8536961156,X92FSM,NJ,PAS,3/28/2017,24,SUBN,HYUND,24-No Parking (exc auth veh)
1408122029,DSN6323,NY,PAS,7/4/2016,24,SUBN,JEEP,
8266568753,F12GRE,NJ,PAS,11/11/2016,24,SUBN,JEEP,24-No Parking (exc auth veh)
8446524806,GYG8911,NY,PAS,12/18/2016,24,SUBN,JEEP,24-No Parking (exc auth veh)
8316519355,HDJ7785,PA,PAS,7/14/2016,24,2DSD,NISSA,24-No Parking (exc auth veh)
8533035640,T687600C,NY,OMT,5/31/2017,24,4DSD,NISSA,24-No Parking (exc auth veh)
8526732663,ASV2478,NY,PAS,6/22/2017,24,4DSD,TOYOT,24-No Parking (exc auth veh)
1410027223,ENS9253,NY,PAS,10/31/2016,24,SDN,VOLKS,
8479824712,58910MG,NY,COM,4/21/2017,26,DELV,ISUZU,26-No Stnd (for-hire veh only)
1416527722,AHG9422,NY,PAS,1/5/2017,27,SUBN,TOYOT,
8512270482,Y26CRJ,NJ,PAS,6/3/2017,31,SUBN,BSA,31-No Stand (Com. Mtr. Zone)
8498706890,THANEDAR,NY,OMT,3/22/2017,31,SUBN,CADIL,31-No Stand (Com. Mtr. Zone)
8328546632,HHP7446,NY,PAS,12/2/2016,31,2DSD,CHEVR,31-No Stand (Com. Mtr. Zone)
8496254203,GMW3411,NY,PAS,5/26/2017,31,PICK,DODGE,31-No Stand (Com. Mtr. Zone)
8552002887,GTP5204,NY,PAS,4/24/2017,31,PICK,DODGE,31-No Stand (Com. Mtr. Zone)
8480300255,GHG9797,NY,PAS,11/18/2016,31,4DSD,HYUND,31-No Stand (Com. Mtr. Zone)
8442517080,KCD4692,PA,PAS,10/6/2016,31,4DSD,INFIN,31-No Stand (Com. Mtr. Zone)
8482450256,GGN8817,NY,PAS,11/18/2016,31,4DSD,LEXUS,31-No Stand (Com. Mtr. Zone)
8480624486,987536N,NJ,PAS,6/19/2017,31,SUBN,ME/BE,31-No Stand (Com. Mtr. Zone)
7059132030,HLC5085,NY,PAS,2/6/2017,31,4DSD,NISSA,31-No Stand (Com. Mtr. Zone)
8482371824,Z317820,IL,PAS,4/14/2017,31,SUBN,NISSA,31-No Stand (Com. Mtr. Zone)
8477906040,DUMBO,NY,SRF,3/8/2017,31,SUBN,ROVER,31-No Stand (Com. Mtr. Zone)
8431004010,GRZ1934,NY,PAS,7/27/2016,31,SUBN,VOLVO,31-No Stand (Com. Mtr. Zone)
8480331896,42648MG,NY,COM,5/23/2017,35,VAN,NS/OT,35-Selling/Offer Merchandise
4631704810,HCR7297,NY,PAS,3/15/2017,36,4DSD,AUDI,PHTO SCHOOL ZN SPEED VIOLATION
4629001955,268DDD,NY,SPO,12/23/2016,36,CONV,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4628525523,326SF9,MA,PAS,12/21/2016,36,UT,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4634734539,692RNK,FL,PAS,6/5/2017,36,UT,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4631147647,DRX5800,NY,PAS,3/1/2017,36,SUBN,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4625481946,GKW8725,NY,PAS,10/20/2016,36,4DSD,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4629806404,GSY2361,NY,PAS,1/23/2017,36,4DSD,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4627790053,HDW5569,NY,PAS,12/6/2016,36,SUBN,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4627653700,HEG7444,NY,PAS,12/1/2016,36,4DSD,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4630524241,HJBP29,FL,PAS,2/3/2017,36,4D,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4630856500,KBN2190,PA,PAS,2/15/2017,36,SDN,BMW,PHTO SCHOOL ZN SPEED VIOLATION
4630528027,A19DVD,NJ,PAS,2/3/2017,36,4 DR,BUICK,PHTO SCHOOL ZN SPEED VIOLATION
4627862647,DGJ9751,NY,PAS,12/9/2016,36,4DSD,CADIL,PHTO SCHOOL ZN SPEED VIOLATION
4633961743,13237JW,NY,COM,5/16/2017,36,VAN,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4626993928,13251TW,NY,TOW,11/17/2016,36,PICK,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4631696527,EVN1748,NY,PAS,3/13/2017,36,SUBN,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4624293630,FZH6298,NY,PAS,9/28/2016,36,SUBN,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4624017663,GFM1718,NY,PAS,9/26/2016,36,SUBN,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4622257713,GUG8491,NY,PAS,7/14/2016,36,SUBN,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4623548065,GWE6116,NY,PAS,9/19/2016,36,SUBN,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4635118952,HAR2738,NY,PAS,6/15/2017,36,SUBN,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4627826096,HFF4505,NY,PAS,12/5/2016,36,SUBN,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4632259779,HKW1987,NY,PAS,3/29/2017,36,4DSD,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4632633800,HPJ4663,NY,PAS,4/7/2017,36,4DSD,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4623011161,KBY7419,PA,PAS,9/8/2016,36,SW,CHEVR,PHTO SCHOOL ZN SPEED VIOLATION
4624905880,FAM2543,NY,PAS,10/11/2016,36,4DSD,CHRYS,PHTO SCHOOL ZN SPEED VIOLATION
4629224075,28874LV,NY,OML,1/6/2017,36,SUBN,DODGE,PHTO SCHOOL ZN SPEED VIOLATION
4630489587,A58ETJ,NJ,PAS,2/2/2017,36,WAGO,DODGE,PHTO SCHOOL ZN SPEED VIOLATION
4633374618,GSS9862,NY,PAS,5/3/2017,36,SUBN,DODGE,PHTO SCHOOL ZN SPEED VIOLATION
4627113330,HCA5464,NY,OMS,11/21/2016,36,SUBN,DODGE,PHTO SCHOOL ZN SPEED VIOLATION
4634831272,HFM4841,NY,PAS,6/7/2017,36,SUBN,DODGE,PHTO SCHOOL ZN SPEED VIOLATION
4628721567,HJH4995,NY,PAS,12/22/2016,36,SUBN,DODGE,PHTO SCHOOL ZN SPEED VIOLATION
4625958660,R16GNM,NJ,PAS,10/27/2016,36,WAGO,DODGE,PHTO SCHOOL ZN SPEED VIOLATION
4625752279,55801JJ,NY,COM,10/25/2016,36,VAN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4628610046,59654MG,NY,COM,12/21/2016,36,VAN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4634723785,68667MH,NY,COM,6/5/2017,36,VAN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4628303630,BHV3783,NY,PAS,12/12/2016,36,SUBN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4625462150,GPV4492,NY,PAS,10/19/2016,36,SUBN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4630933890,HFA3346,NY,PAS,2/17/2017,36,SUBN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4633425286,HNF4110,NY,PAS,5/1/2017,36,SUBN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4634067419,HPU4930,NY,PAS,5/18/2017,36,SUBN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4625926610,N102911C,NY,OMT,10/27/2016,36,VAN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4623721759,N203606C,NY,OMT,9/20/2016,36,SUBN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4624353316,XW317E,NJ,PAS,9/28/2016,36,VAN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4622234488,XX120W,NJ,PAS,7/13/2016,36,VAN,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4634616695,ZGG2970,PA,PAS,5/31/2017,36,TK,FORD,PHTO SCHOOL ZN SPEED VIOLATION
4624649230,44214ME,NY,COM,10/6/2016,36,VAN,GMC,PHTO SCHOOL ZN SPEED VIOLATION
4627864050,AVW6443,NY,PAS,12/9/2016,36,PICK,GMC,PHTO SCHOOL ZN SPEED VIOLATION
4629510874,EEC9257,NY,PAS,1/13/2017,36,SUBN,GMC,PHTO SCHOOL ZN SPEED VIOLATION
4626307681,HJG3097,NY,PAS,11/2/2016,36,SUBN,GMC,PHTO SCHOOL ZN SPEED VIOLATION
4623393240,HJV1113,NY,PAS,9/14/2016,36,SUBN,GMC,PHTO SCHOOL ZN SPEED VIOLATION
4633560232,B77FRW,NJ,PAS,5/8/2017,36,WAGO,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4628277370,DJF3555,NY,PAS,12/15/2016,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4630268431,DMM8334,NY,PAS,2/2/2017,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4633215978,ESK4137,NY,PAS,5/1/2017,36,SUBN,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4634195458,EUG5313,NY,PAS,5/22/2017,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4632953775,EXM3315,NY,PAS,4/25/2017,36,2DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4632297847,FEJ4610,NY,PAS,3/30/2017,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4623083550,FZM1848,NY,PAS,9/8/2016,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4623433754,GKV9373,NY,PAS,9/15/2016,36,SUBN,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4633489574,GMK6658,NY,PAS,5/2/2017,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4634803677,GXV2822,NY,PAS,6/6/2017,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4627198231,GYB8478,NY,PAS,11/22/2016,36,SUBN,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4623708354,HCV4449,NY,PAS,9/20/2016,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4625564463,HHC5309,NY,PAS,10/21/2016,36,2DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4627490628,HHL8974,NY,PAS,12/5/2016,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4634899851,HNB6369,NY,PAS,6/9/2017,36,4DSD,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4632049724,JPA2121,PA,PAS,3/20/2017,36,SW,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4627882531,KBK7452,PA,PAS,12/8/2016,36,SDN,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4626203024,LPV63K,NJ,PAS,11/1/2016,36,WAGO,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4624272158,RXB49E,NJ,PAS,9/28/2016,36,WAGO,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4628684108,W28HDS,NJ,PAS,12/19/2016,36,4 DR,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4632988108,Z89CYH,NJ,PAS,4/26/2017,36,WAGO,HONDA,PHTO SCHOOL ZN SPEED VIOLATION
4629475643,5XP943,NY,PAS,1/13/2017,36,4DSD,HYUND,PHTO SCHOOL ZN SPEED VIOLATION
4625674141,BGR3063,NY,PAS,10/24/2016,36,4DSD,HYUND,PHTO SCHOOL ZN SPEED VIOLATION
4623505170,DGM8721,NY,PAS,9/16/2016,36,SUBN,HYUND,PHTO SCHOOL ZN SPEED VIOLATION
4631977218,GPH8659,NY,PAS,3/21/2017,36,4DSD,HYUND,PHTO SCHOOL ZN SPEED VIOLATION
4631594329,GPZ1922,NY,PAS,3/13/2017,36,SUBN,HYUND,PHTO SCHOOL ZN SPEED VIOLATION
4624796032,HAP9881,NY,PAS,10/7/2016,36,SUBN,HYUND,PHTO SCHOOL ZN SPEED VIOLATION
