Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Violation Description
4632678715,T724474C,NY,OMT,4/7/2017,36,4DSD,HYUND,PHTO SCHOOL ZN SPEED VIOLATION
4630976050,VPX8534,VA,PAS,2/17/2017,36,SU,HYUND,PHTO SCHOOL ZN SPEED VIOLATION
4626350057,GEN1029,NY,PAS,11/3/2016,36,SUBN,INFIN,PHTO SCHOOL ZN SPEED VIOLATION
4623442081,GHL2282,NY,PAS,9/15/2016,36,4DSD,INFIN,PHTO SCHOOL ZN SPEED VIOLATION
4624241198,T686150C,NY,OMT,9/28/2016,36,SUBN,INFIN,PHTO SCHOOL ZN SPEED VIOLATION
4622845040,19603TT,NY,TOW,8/10/2016,36,TOW,INTER,PHTO SCHOOL ZN SPEED VIOLATION
4630066822,FTV8624,NY,PAS,1/24/2017,36,4DSD,JAGUA,PHTO SCHOOL ZN SPEED VIOLATION
4628491689,353XXL,FL,PAS,12/20/2016,36,UT,JEEP,PHTO SCHOOL ZN SPEED VIOLATION
4627065334,DGN4487,NY,PAS,11/18/2016,36,SUBN,JEEP,PHTO SCHOOL ZN SPEED VIOLATION
4626772705,HAM6678,NY,PAS,11/14/2016,36,4DSD,KIA,PHTO SCHOOL ZN SPEED VIOLATION
4626358743,GNN6005,NY,PAS,11/3/2016,36,4DSD,LEXUS,PHTO SCHOOL ZN SPEED VIOLATION
4622727298,GWF1975,NY,PAS,8/4/2016,36,4DSD,LEXUS,PHTO SCHOOL ZN SPEED VIOLATION
4622272659,HEA8485,NY,OMS,7/14/2016,36,4DSD,LEXUS,PHTO SCHOOL ZN SPEED VIOLATION
4631639052,HEK6758,NY,PAS,3/9/2017,36,SUBN,LEXUS,PHTO SCHOOL ZN SPEED VIOLATION
4629635506,HHA6371,NY,PAS,1/18/2017,36,SUBN,LEXUS,PHTO SCHOOL ZN SPEED VIOLATION
4633257055,HJN6853,NY,PAS,5/2/2017,36,SUBN,LEXUS,PHTO SCHOOL ZN SPEED VIOLATION
4629197515,N78FLU,NJ,PAS,1/9/2017,36,WAGO,LEXUS,PHTO SCHOOL ZN SPEED VIOLATION
4633226356,PTJ969,NY,PAS,5/1/2017,36,SUBN,LEXUS,PHTO SCHOOL ZN SPEED VIOLATION
4626735174,HGR5863,NY,PAS,11/14/2016,36,4DSD,LINCO,PHTO SCHOOL ZN SPEED VIOLATION
4622247501,T635722C,NY,OMT,7/13/2016,36,4DSD,LINCO,PHTO SCHOOL ZN SPEED VIOLATION
4626383063,T701050C,NY,OMT,11/4/2016,36,4DSD,LINCO,PHTO SCHOOL ZN SPEED VIOLATION
4631263763,92814,NY,MED,3/3/2017,36,4DSD,ME/BE,PHTO SCHOOL ZN SPEED VIOLATION
4626546109,39999MB,NY,COM,11/7/2016,36,VAN,ME/BE,PHTO SCHOOL ZN SPEED VIOLATION
4626838832,EVV1706,NY,PAS,11/16/2016,36,2DSD,ME/BE,PHTO SCHOOL ZN SPEED VIOLATION
4623995203,FHV5859,NY,PAS,9/23/2016,36,4DSD,ME/BE,PHTO SCHOOL ZN SPEED VIOLATION
4632906438,GTB2097,NY,PAS,4/24/2017,36,SUBN,ME/BE,PHTO SCHOOL ZN SPEED VIOLATION
4633747381,HPA3069,NY,PAS,5/12/2017,36,2DSD,MINI,PHTO SCHOOL ZN SPEED VIOLATION
4628411931,GTJ9563,NY,PAS,12/16/2016,36,4DSD,MITSU,PHTO SCHOOL ZN SPEED VIOLATION
4622724601,EJG3090,NY,PAS,8/4/2016,36,4DSD,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4624182546,FHD2704,NY,PAS,9/27/2016,36,4DSD,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4630154796,FYB4398,NY,PAS,1/31/2017,36,SUBN,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4633052056,GAU8752,NY,PAS,4/27/2017,36,SUBN,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4625956213,GFM3693,NY,PAS,10/27/2016,36,4DSD,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4634991421,GMS3982,NY,PAS,6/13/2017,36,SUBN,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4625626006,GTL5801,NY,PAS,10/26/2016,36,4DSD,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4624010073,GUU9995,NY,PAS,9/23/2016,36,SUBN,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4630535779,HKM3744,NY,PAS,2/3/2017,36,4DSD,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4633458899,HMX9162,NY,PAS,5/4/2017,36,4DSD,NISSA,PHTO SCHOOL ZN SPEED VIOLATION
4633736383,GHF2057,NY,PAS,5/5/2017,36,2DSD,SMART,PHTO SCHOOL ZN SPEED VIOLATION
4628471230,GYW6429,NY,PAS,12/19/2016,36,SUBN,SUBAR,PHTO SCHOOL ZN SPEED VIOLATION
4632483060,HFS9255,NY,PAS,4/4/2017,36,SUBN,SUBAR,PHTO SCHOOL ZN SPEED VIOLATION
4629933499,UNZ802,NY,PAS,1/25/2017,36,SUBN,SUBAR,PHTO SCHOOL ZN SPEED VIOLATION
4631525290,9F69B,NY,OMT,3/3/2017,36,TAXI,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4627196258,BKE8325,NY,PAS,11/22/2016,36,SUBN,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4628712840,CBE9063,NY,PAS,12/22/2016,36,4DSD,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4626437205,EBW9207,NY,PAS,11/4/2016,36,4DSD,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4625979705,EEM6114,NY,PAS,10/28/2016,36,SUBN,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4628920278,FXX8143,NY,PAS,1/3/2017,36,4DSD,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4635192880,GGB4757,NY,PAS,6/16/2017,36,4DSD,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4632534833,GVC1192,NY,PAS,4/4/2017,36,SUBN,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4625003180,HFH3628,NY,PAS,10/13/2016,36,4DSD,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4630601934,HHU7705,NY,PAS,2/6/2017,36,SUBN,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4627237492,T435176C,NY,OMT,11/22/2016,36,4DSD,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4629207612,T663277C,NY,OMT,1/5/2017,36,4DSD,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4634957711,T692003C,NY,OMT,6/7/2017,36,SUBN,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4623615984,T692737C,NY,OMT,9/19/2016,36,4DSD,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4624196740,W688AV,NY,PAS,9/26/2016,36,SUBN,TOYOT,PHTO SCHOOL ZN SPEED VIOLATION
4633446757,FXB2287,NY,PAS,5/4/2017,36,4DSD,VOLKS,PHTO SCHOOL ZN SPEED VIOLATION
4623672323,HCS2424,NY,PAS,9/20/2016,36,SUBN,VOLKS,PHTO SCHOOL ZN SPEED VIOLATION
4626992584,GKW7146,NY,PAS,11/17/2016,36,SUBN,VOLVO,PHTO SCHOOL ZN SPEED VIOLATION
4630990185,NYRR,NY,RGL,2/17/2017,36,4DSD,VOLVO,PHTO SCHOOL ZN SPEED VIOLATION
8457515251,HAK5607,NY,PAS,1/13/2017,37,SUBN,AUDI,37-Expired Muni Meter
8306031910,GBD7091,NY,PAS,12/7/2016,37,SUBN,BMW,37-Expired Muni Meter
8457507084,GXL3727,NY,PAS,11/16/2016,37,4DSD,BMW,37-Expired Muni Meter
8505255379,M70HGT,NJ,PAS,1/27/2017,37,4DSD,BMW,37-Expired Muni Meter
7128799357,ZPBEAR,NY,SRF,9/29/2016,37,CONV,BMW,37-Expired Muni Meter
8518359399,25739MA,NY,COM,4/11/2017,37,VAN,CHEVR,37-Expired Muni Meter
7251577239,EKE9259,NY,PAS,12/7/2016,37,SUBN,CHEVR,37-Expired Muni Meter
8483263385,GEX1404,NY,PAS,4/15/2017,37,4DSD,CHRYS,37-Expired Muni Meter
7658725067,45959MH,NY,COM,12/29/2016,37,VAN,DODGE,37-Expired Muni Meter
7808333074,GWG6715,NY,PAS,11/9/2016,37,SUBN,DODGE,37-Expired Muni Meter
8511286664,30330MC,NY,COM,6/17/2017,37,VAN,FORD,37-Expired Muni Meter
8424504914,53185JX,NY,COM,8/15/2016,37,VAN,FORD,37-Expired Muni Meter
8512119433,76877MJ,NY,COM,5/24/2017,37,VAN,FORD,37-Expired Muni Meter
8513111030,GMZ9316,NY,PAS,4/26/2017,37,SUBN,FORD,37-Expired Muni Meter
8095027893,GVU9201,NY,PAS,8/9/2016,37,4DSD,FORD,37-Expired Muni Meter
7018187588,J96GMD,NJ,PAS,11/12/2016,37,PICK,FORD,37-Expired Muni Meter
8519703471,Y81GLL,NJ,PAS,2/24/2017,37,VAN,FORD,37-Expired Muni Meter
8519703094,26684MA,NY,COM,2/23/2017,37,VAN,FRUEH,37-Expired Muni Meter
8081576769,19662JA,NY,COM,12/19/2016,37,VAN,GMC,37-Expired Muni Meter
8323007330,MSINGH,NY,SRF,8/22/2016,37,SUBN,GMC,37-Expired Muni Meter
8522218316,EFJ1721,NY,PAS,5/17/2017,37,SUBN,HONDA,37-Expired Muni Meter
8362534679,FLW5550,NY,PAS,4/6/2017,37,SUBN,HONDA,37-Expired Muni Meter
7816795701,GND8994,NY,PAS,11/5/2016,37,4DSD,HONDA,37-Expired Muni Meter
8188109824,GVK6209,NY,PAS,12/10/2016,37,SUBN,HONDA,37-Expired Muni Meter
8553153472,HDN9923,NY,PAS,5/11/2017,37,SUBN,HONDA,37-Expired Muni Meter
7310298330,GMR2584,NY,PAS,12/1/2016,37,4DSD,HYUND,37-Expired Muni Meter
8245564473,HLW1524,NY,PAS,10/26/2016,37,SUBN,HYUND,37-Expired Muni Meter
8467017971,EWV3891,NY,PAS,10/26/2016,37,4DSD,INFIN,37-Expired Muni Meter
7755149869,GPK7120,NY,PAS,10/13/2016,37,4DSD,INFIN,37-Expired Muni Meter
8086035645,49966JG,NY,COM,9/14/2016,37,VAN,INTER,37-Expired Muni Meter
7035587469,GSC8976,NY,PAS,8/1/2016,37,SUBN,JEEP,37-Expired Muni Meter
8261064578,GSM5317,NY,PAS,11/14/2016,37,4DSD,KIA,37-Expired Muni Meter
8528450650,CSHV03,FL,PAS,2/27/2017,37,4DSD,LEXUS,37-Expired Muni Meter
8490569400,HBT2206,NY,PAS,3/1/2017,37,SUBN,LINCO,37-Expired Muni Meter
8347522157,HJY6578,NY,PAS,10/4/2016,37,SUBN,LINCO,37-Expired Muni Meter
8302035312,T693044C,NY,OMT,11/3/2016,37,4DSD,LINCO,37-Expired Muni Meter
7729115463,HDV2678,NY,PAS,9/28/2016,37,PICK,MAZDA,37-Expired Muni Meter
8210512134,GXM8761,NY,PAS,7/1/2016,37,4DSD,ME/BE,37-Expired Muni Meter
7079881500,GXU5070,NY,PAS,4/29/2017,37,SUBN,ME/BE,37-Expired Muni Meter
8345018233,XADY93,NJ,PAS,9/13/2016,37,VAN,NISSA,37-Expired Muni Meter
8489530932,JFW6671,PA,PAS,4/18/2017,37,4DSD,PONTI,37-Expired Muni Meter
8347510180,HAU1658,NY,PAS,7/23/2016,37,SUBN,SPRI,37-Expired Muni Meter
7000296318,D49HND,NJ,PAS,3/22/2017,37,SUBN,TOYOT,37-Expired Muni Meter
8478472812,EAW3389,NY,PAS,3/6/2017,37,4DSD,TOYOT,37-Expired Muni Meter
8550159396,EBM8845,NY,PAS,6/16/2017,37,SUBN,TOYOT,37-Expired Muni Meter
7084261187,FZN7149,NY,PAS,8/24/2016,37,SUBN,TOYOT,37-Expired Muni Meter
7238369850,GKB2710,NY,PAS,7/25/2016,37,SUBN,TOYOT,37-Expired Muni Meter
8475489709,HFM9768,NY,PAS,4/5/2017,37,SUBN,TOYOT,37-Expired Muni Meter
8391016900,EMM8151,NY,PAS,11/2/2016,37,SUBN,VOLVO,37-Expired Muni Meter
8372548559,EWN1057,NY,PAS,3/13/2017,38,SUBN,ACURA,38-Failure to Display Muni Rec
8546314093,GBG4410,NY,PAS,5/27/2017,38,SUBN,ACURA,38-Failure to Display Muni Rec
8467035675,GSB3078,NY,PAS,1/16/2017,38,SUBN,ACURA,38-Failure to Display Muni Rec
8023096722,H25FHZ,NJ,PAS,8/26/2016,38,SUBN,ACURA,38-Failure to Display Muni Rec
8515865737,AJ08289,CT,PAS,4/12/2017,38,4DSD,AUDI,38-Failure to Display Muni Rec
8093057328,PPL3935,GA,PAS,2/13/2017,38,SUBN,AUDI,38-Failure to Display Muni Rec
8467045826,GEG1583,NY,PAS,3/2/2017,38,SUBN,BMW,38-Failure to Display Muni Rec
7752393691,HJF2092,NY,PAS,12/3/2016,38,SUBN,BMW,38-Failure to Display Muni Rec
8506469132,W43GFH,NJ,PAS,4/5/2017,38,4DSD,BMW,38-Failure to Display Muni Rec
8550654115,GYV8496,NY,PAS,5/2/2017,38,SUBN,CADIL,38-Failure to Display Muni Rec
8521609796,HMA6778,NY,PAS,4/3/2017,38,SUBN,CADIL,38-Failure to Display Muni Rec
7395462774,12133JY,NY,COM,9/23/2016,38,VAN,CHEVR,38-Failure to Display Muni Rec
7926615596,12411JY,NY,COM,9/12/2016,38,VAN,CHEVR,38-Failure to Display Muni Rec
8507056830,20654ME,NY,COM,3/2/2017,38,VAN,CHEVR,38-Failure to Display Muni Rec
8514752339,85562ME,NY,COM,3/28/2017,38,VAN,CHEVR,38-Failure to Display Muni Rec
8505131836,87155MA,NY,COM,5/27/2017,38,VAN,CHEVR,38-Failure to Display Muni Rec
8355032767,96143MB,NY,COM,12/8/2016,38,VAN,CHEVR,38-Failure to Display Muni Rec
8549906335,FCM7111,NY,PAS,5/24/2017,38,SUBN,CHEVR,38-Failure to Display Muni Rec
7034978219,GHK9710,NY,PAS,9/21/2016,38,SUBN,CHEVR,38-Failure to Display Muni Rec
8543015133,HFV7703,NY,PAS,6/20/2017,38,SUBN,CHEVR,38-Failure to Display Muni Rec
8490761784,HHS5227,NY,PAS,1/20/2017,38,SUBN,CHEVR,38-Failure to Display Muni Rec
8206046343,HMU5912,NY,PAS,3/4/2017,38,SUBN,CHEVR,38-Failure to Display Muni Rec
8491610029,XDDX12,NJ,PAS,1/21/2017,38,VAN,CHEVR,38-Failure to Display Muni Rec
8548102378,HEJ9518,NY,PAS,4/26/2017,38,SUBN,CHRYS,38-Failure to Display Muni Rec
8550958402,HHU8104,NY,PAS,5/24/2017,38,SUBN,DODGE,38-Failure to Display Muni Rec
8523051284,SH3ZBAD,AL,PAS,3/11/2017,38,4DSD,DODGE,38-Failure to Display Muni Rec
8470577803,W468KH,IA,PAS,2/4/2017,38,PICK,DODGE,38-Failure to Display Muni Rec
8063538547,26013KA,NY,COM,8/4/2016,38,VAN,FORD,38-Failure to Display Muni Rec
7038676805,29518MD,NY,COM,1/20/2017,38,VAN,FORD,38-Failure to Display Muni Rec
8167068687,50651JT,NY,COM,1/19/2017,38,VAN,FORD,38-Failure to Display Muni Rec
8081538124,56363KA,NY,COM,8/1/2016,38,VAN,FORD,38-Failure to Display Muni Rec
8515456515,72108MH,NY,COM,4/18/2017,38,VAN,FORD,38-Failure to Display Muni Rec
8034466670,83546JU,NY,COM,10/4/2016,38,VAN,FORD,38-Failure to Display Muni Rec
7041087311,EDNASON,NY,SRF,8/19/2016,38,4DSD,FORD,38-Failure to Display Muni Rec
8370519581,GHM9658,NY,PAS,10/22/2016,38,SUBN,FORD,38-Failure to Display Muni Rec
7025521814,GTZ2070,NY,PAS,7/12/2016,38,SUBN,FORD,38-Failure to Display Muni Rec
8529109661,GZM3633,NY,PAS,4/24/2017,38,SUBN,FORD,38-Failure to Display Muni Rec
8437007306,HDE3721,NY,OMS,9/28/2016,38,VAN,FORD,38-Failure to Display Muni Rec
8104553239,HHG5974,NY,PAS,2/11/2017,38,4DSD,FORD,38-Failure to Display Muni Rec
7035942324,HHU3520,NY,PAS,9/6/2016,38,CONV,FORD,38-Failure to Display Muni Rec
7034999387,HKS5462,NY,PAS,3/27/2017,38,SUBN,FORD,38-Failure to Display Muni Rec
7081935680,MLU536,SC,PAS,12/14/2016,38,SUBN,FORD,38-Failure to Display Muni Rec
8394507669,12837JB,NY,COM,9/13/2016,38,DELV,FRUEH,38-Failure to Display Muni Rec
8010068883,AT560J,NJ,PAS,1/25/2017,38,DELV,FRUEH,38-Failure to Display Muni Rec
8226541451,12460JY,NY,COM,9/22/2016,38,VAN,GMC,38-Failure to Display Muni Rec
7048680090,12569JY,NY,COM,3/28/2017,38,VAN,GMC,38-Failure to Display Muni Rec
7047487591,50741JZ,NY,COM,4/13/2017,38,UTIL,GMC,38-Failure to Display Muni Rec
7079347580,58577JZ,NY,COM,7/23/2016,38,VAN,GMC,38-Failure to Display Muni Rec
8288531891,67173MC,NY,COM,9/29/2016,38,VAN,GMC,38-Failure to Display Muni Rec
7453993295,89661JV,NY,COM,8/6/2016,38,VAN,GMC,38-Failure to Display Muni Rec
8502858361,DJE1983,MI,PAS,2/18/2017,38,SUBN,GMC,38-Failure to Display Muni Rec
7079025515,GDR6073,NY,PAS,11/19/2016,38,SUBN,GMC,38-Failure to Display Muni Rec
7031406213,GYJ5951,NY,PAS,9/10/2016,38,SUBN,GMC,38-Failure to Display Muni Rec
8524952829,HNJ3540,NY,PAS,3/15/2017,38,PICK,GMC,38-Failure to Display Muni Rec
7503174304,L45DKG,NJ,PAS,9/15/2016,38,VAN,GMC,38-Failure to Display Muni Rec
8344008256,DHJ5741,NY,PAS,9/3/2016,38,SUBN,HONDA,38-Failure to Display Muni Rec
8541357818,EFD2730,NY,PAS,6/17/2017,38,SUBN,HONDA,38-Failure to Display Muni Rec
8171538265,FBG3249,NY,PAS,2/10/2017,38,4DSD,HONDA,38-Failure to Display Muni Rec
7640787490,GTS6000,NY,PAS,10/20/2016,38,SUBN,HONDA,38-Failure to Display Muni Rec
8040135217,GTV5924,NY,PAS,11/19/2016,38,SUBN,HONDA,38-Failure to Display Muni Rec
8543005826,GXG5042,NY,PAS,5/23/2017,38,SUBN,HONDA,38-Failure to Display Muni Rec
8530358399,HLU6261,NY,PAS,4/17/2017,38,SUBN,HONDA,38-Failure to Display Muni Rec
8329010144,HTV5783,PA,PAS,7/2/2016,38,4DSD,HONDA,38-Failure to Display Muni Rec
7216384532,T712744C,NY,OMT,3/7/2017,38,SUBN,HONDA,38-Failure to Display Muni Rec
8239540910,EWM9132,NY,PAS,11/11/2016,38,4DSD,HYUND,38-Failure to Display Muni Rec
8513268173,HAT7232,NY,PAS,5/27/2017,38,SUBN,HYUND,38-Failure to Display Muni Rec
8478953528,JNB5044,PA,PAS,12/17/2016,38,SUBN,HYUND,38-Failure to Display Muni Rec
8471611235,T13AZX,NJ,PAS,10/10/2016,38,4DSD,HYUND,38-Failure to Display Muni Rec
7015856128,GMU5413,NY,PAS,9/6/2016,38,4DSD,INFIN,38-Failure to Display Muni Rec
8532505170,HAZ7926,NY,PAS,4/15/2017,38,4DSD,INFIN,38-Failure to Display Muni Rec
8156045178,HLF3741,NY,PAS,12/21/2016,38,4DSD,INFIN,38-Failure to Display Muni Rec
8477154788,AP656S,NJ,PAS,2/7/2017,38,REFG,INTER,38-Failure to Display Muni Rec
7992738184,63162MD,NY,COM,10/24/2016,38,VAN,ISUZU,38-Failure to Display Muni Rec
8488913308,GYV3087,NY,PAS,3/13/2017,38,SUBN,JEEP,38-Failure to Display Muni Rec
8303532224,HAB4875,NY,PAS,2/1/2017,38,SUBN,JEEP,38-Failure to Display Muni Rec
7172330286,MHM933,SC,PAS,1/18/2017,38,SUBN,KIA,38-Failure to Display Muni Rec
8279018967,V41GCR,NJ,PAS,8/13/2016,38,SUBN,KIA,38-Failure to Display Muni Rec
8530104183,EMK4874,NY,PAS,3/21/2017,38,4DSD,LEXUS,38-Failure to Display Muni Rec
8228552543,GEA2261,NY,PAS,4/27/2017,38,4DSD,LEXUS,38-Failure to Display Muni Rec
8508407440,67171MD,NY,COM,3/2/2017,38,VAN,ME/BE,38-Failure to Display Muni Rec
7473540725,GDV9810,NY,PAS,2/11/2017,38,SUBN,ME/BE,38-Failure to Display Muni Rec
8184542148,GVL6825,NY,PAS,7/27/2016,38,SUBN,ME/BE,38-Failure to Display Muni Rec
7686795950,HKV4674,NY,PAS,2/14/2017,38,SUBN,ME/BE,38-Failure to Display Muni Rec
8550508081,GYK6894,NY,PAS,5/22/2017,38,SUBN,MERCU,38-Failure to Display Muni Rec
8031065469,20188MB,NY,COM,8/3/2016,38,VAN,NISSA,38-Failure to Display Muni Rec
8451034871,ECT9910,NY,PAS,3/8/2017,38,SUBN,NISSA,38-Failure to Display Muni Rec
8558610137,FBB5153,NY,PAS,6/3/2017,38,4DSD,NISSA,38-Failure to Display Muni Rec
8489508318,FGP8657,NY,PAS,1/3/2017,38,SUBN,NISSA,38-Failure to Display Muni Rec
8358539046,GDV2141,NY,PAS,12/15/2016,38,4DSD,NISSA,38-Failure to Display Muni Rec
7687172486,GPV3988,NY,PAS,8/5/2016,38,4DSD,NISSA,38-Failure to Display Muni Rec
7536344478,HAL6563,NY,PAS,10/12/2016,38,SUBN,NISSA,38-Failure to Display Muni Rec
8566256827,HBX4254,NY,PAS,6/22/2017,38,4DSD,NISSA,38-Failure to Display Muni Rec
7238386082,HDV1381,NY,PAS,11/10/2016,38,4DSD,NISSA,38-Failure to Display Muni Rec
7878306229,HFX5240,NY,OMS,8/26/2016,38,SUBN,NISSA,38-Failure to Display Muni Rec
7466353927,HHT7133,NY,PAS,1/9/2017,38,4DSD,NISSA,38-Failure to Display Muni Rec
7034595768,76TD28,NY,MOT,10/26/2016,38,MCY,NS/OT,38-Failure to Display Muni Rec
8520571347,848SSCV,CT,CMB,6/9/2017,38,SUBN,NS/OT,38-Failure to Display Muni Rec
8289029433,85773JX,NY,COM,8/20/2016,38,DELV,NS/OT,38-Failure to Display Muni Rec
8329046527,JVN4312,PA,PAS,1/13/2017,38,4DSD,PLYMO,38-Failure to Display Muni Rec
7725868070,HCM6889,NY,PAS,10/28/2016,38,SUBN,PORSC,38-Failure to Display Muni Rec
8528153757,917029N,NJ,PAS,3/17/2017,38,4DSD,SCION,38-Failure to Display Muni Rec
7034261090,DND4427,NY,PAS,3/21/2017,38,4DSD,SUBAR,38-Failure to Display Muni Rec
7310311681,973,NY,VAS,2/2/2017,38,SUBN,TOYOT,38-Failure to Display Muni Rec
8071059808,2W13A,NY,OMT,10/24/2016,38,4DSD,TOYOT,38-Failure to Display Muni Rec
8516566730,9V12H,NY,OMT,4/22/2017,38,TAXI,TOYOT,38-Failure to Display Muni Rec
8170062536,EPF5214,NY,PAS,10/26/2016,38,SUBN,TOYOT,38-Failure to Display Muni Rec
8562250776,FFL7741,NY,PAS,5/8/2017,38,SUBN,TOYOT,38-Failure to Display Muni Rec
8504983146,FZH3835,NY,PAS,5/9/2017,38,PICK,TOYOT,38-Failure to Display Muni Rec
8102014891,GLP9323,NY,PAS,10/24/2016,38,SUBN,TOYOT,38-Failure to Display Muni Rec
8163093262,GZK4605,NY,PAS,1/20/2017,38,4DSD,TOYOT,38-Failure to Display Muni Rec
8480572620,GZP8205,NY,PAS,3/28/2017,38,4DSD,TOYOT,38-Failure to Display Muni Rec
8170080708,HHC5057,NY,PAS,1/14/2017,38,4DSD,TOYOT,38-Failure to Display Muni Rec
8298024096,K70BCS,NJ,PAS,10/22/2016,38,SUBN,TOYOT,38-Failure to Display Muni Rec
8479916916,MH718,RI,PAS,3/18/2017,38,SUBN,TOYOT,38-Failure to Display Muni Rec
7690764873,T672543C,NY,OMT,10/18/2016,38,SUBN,TOYOT,38-Failure to Display Muni Rec
8475000216,T677560C,NY,OMT,10/26/2016,38,4DSD,TOYOT,38-Failure to Display Muni Rec
8511274996,YCNZ15,NJ,PAS,5/16/2017,38,PICK,TOYOT,38-Failure to Display Muni Rec
8546358047,T717493C,NY,OMT,6/15/2017,38,4DSD,VOLKS,38-Failure to Display Muni Rec
8532118252,B78AKY,NJ,PAS,6/8/2017,38,4DSD,VOLVO,38-Failure to Display Muni Rec
7029194834,CMMCK,TX,PAS,11/4/2016,38,4DSD,VOLVO,38-Failure to Display Muni Rec
8169543885,HHK8137,NY,PAS,9/14/2016,38,SUBN,VOLVO,38-Failure to Display Muni Rec
8270554248,EXP9969,NY,PAS,1/21/2017,40,4DSD,BMW,40-Fire Hydrant
8520655269,FWD5326,NY,PAS,3/7/2017,40,SUBN,BMW,40-Fire Hydrant
8487577714,R5634P,TN,PAS,2/22/2017,40,4DSD,BMW,40-Fire Hydrant
8293078133,HGJ2021,NY,PAS,1/10/2017,40,SUBN,BUICK,40-Fire Hydrant
